cliente,fecha,servicio,producto,ubicacion,cantidad,monto_usd,monto_pen,año,mes
Cliente B,2024-06-19 23:47:01.622,Servicio 3,Producto A,Zona Sur,6,1901.35,7130.06,2024,6
Cliente A,2024-06-21 02:05:24.324,Servicio 2,Producto A,Zona Norte,12,3065.01,11493.79,2024,6
Cliente E,2024-06-22 04:23:47.027,Servicio 2,Producto B,Zona Sur,18,14816.37,55561.39,2024,6
Cliente D,2024-06-23 06:42:09.730,Servicio 2,Producto A,Zona Centro,1,6939.5,26023.12,2024,6
Cliente A,2024-06-24 09:00:32.432,Servicio 1,Producto A,Zona Sur,17,8212.14,30795.52,2024,6
Cliente E,2024-06-25 11:18:55.135,Servicio 3,Producto B,Zona Sur,11,13167.47,49378.01,2024,6
Cliente A,2024-06-26 13:37:17.838,Servicio 3,Producto B,Zona Norte,10,14935.75,56009.06,2024,6
Cliente C,2024-06-27 15:55:40.541,Servicio 2,Producto B,Zona Norte,19,8949.36,33560.1,2024,6
Cliente A,2024-06-28 18:14:03.243,Servicio 1,Producto A,Zona Sur,14,12280.87,46053.26,2024,6
Cliente A,2024-06-29 20:32:25.946,Servicio 1,Producto C,Zona Centro,10,5240.64,19652.4,2024,6
Cliente A,2024-06-30 22:50:48.649,Servicio 3,Producto C,Zona Centro,15,4933.29,18499.84,2024,6
Cliente D,2024-07-02 01:09:11.351,Servicio 1,Producto B,Zona Norte,19,6339.2,23772.0,2024,7
Cliente A,2024-07-03 03:27:34.054,Servicio 1,Producto C,Zona Centro,4,10251.36,38442.6,2024,7
Cliente E,2024-07-04 05:45:56.757,Servicio 2,Producto B,Zona Sur,2,10391.78,38969.18,2024,7
Cliente C,2024-07-05 08:04:19.459,Servicio 1,Producto A,Zona Norte,9,5070.97,19016.14,2024,7
Cliente C,2024-07-06 10:22:42.162,Servicio 2,Producto C,Zona Sur,10,2431.54,9118.28,2024,7
Cliente A,2024-07-07 12:41:04.865,Servicio 3,Producto A,Zona Norte,11,9669.75,36261.56,2024,7
Cliente D,2024-07-08 14:59:27.568,Servicio 1,Producto C,Zona Norte,14,2360.73,8852.74,2024,7
Cliente D,2024-07-09 17:17:50.270,Servicio 3,Producto A,Zona Norte,7,8888.14,33330.52,2024,7
Cliente E,2024-07-10 19:36:12.973,Servicio 3,Producto C,Zona Norte,15,10554.62,39579.83,2024,7
Cliente A,2024-07-11 21:54:35.676,Servicio 1,Producto A,Zona Centro,19,10658.87,39970.76,2024,7
Cliente C,2024-07-13 00:12:58.378,Servicio 1,Producto A,Zona Sur,15,11425.35,42845.06,2024,7
Cliente D,2024-07-14 02:31:21.081,Servicio 3,Producto C,Zona Sur,8,13156.46,49336.72,2024,7
Cliente A,2024-07-15 04:49:43.784,Servicio 1,Producto A,Zona Sur,11,7749.41,29060.29,2024,7
Cliente D,2024-07-16 07:08:06.486,Servicio 2,Producto A,Zona Norte,9,11088.61,41582.29,2024,7
Cliente D,2024-07-17 09:26:29.189,Servicio 2,Producto A,Zona Centro,15,9478.0,35542.5,2024,7
Cliente C,2024-07-18 11:44:51.892,Servicio 1,Producto C,Zona Sur,1,3206.28,12023.55,2024,7
Cliente B,2024-07-19 14:03:14.595,Servicio 3,Producto C,Zona Centro,1,872.5,3271.88,2024,7
Cliente E,2024-07-20 16:21:37.297,Servicio 1,Producto A,Zona Norte,19,4625.85,17346.94,2024,7
Cliente E,2024-07-21 18:40:00.000,Servicio 1,Producto A,Zona Sur,3,6923.99,25964.96,2024,7
Cliente C,2024-07-22 20:58:22.703,Servicio 3,Producto C,Zona Centro,10,9448.04,35430.15,2024,7
Cliente D,2024-07-23 23:16:45.405,Servicio 3,Producto C,Zona Norte,8,12824.41,48091.54,2024,7
Cliente A,2024-07-25 01:35:08.108,Servicio 2,Producto A,Zona Centro,15,3345.56,12545.85,2024,7
Cliente D,2024-07-26 03:53:30.811,Servicio 3,Producto A,Zona Sur,10,2320.47,8701.76,2024,7
Cliente C,2024-07-27 06:11:53.514,Servicio 2,Producto A,Zona Sur,1,14470.46,54264.22,2024,7
Cliente E,2024-07-28 08:30:16.216,Servicio 3,Producto B,Zona Norte,18,2066.65,7749.94,2024,7
Cliente D,2024-07-29 10:48:38.919,Servicio 1,Producto C,Zona Norte,2,7438.12,27892.95,2024,7
Cliente E,2024-07-30 13:07:01.622,Servicio 2,Producto B,Zona Norte,19,8990.67,33715.01,2024,7
Cliente A,2024-07-31 15:25:24.324,Servicio 2,Producto C,Zona Centro,13,8349.93,31312.24,2024,7
Cliente E,2024-08-01 17:43:47.027,Servicio 2,Producto C,Zona Centro,1,1747.47,6553.01,2024,8
Cliente E,2024-08-02 20:02:09.730,Servicio 1,Producto C,Zona Centro,2,1326.89,4975.84,2024,8
Cliente B,2024-08-03 22:20:32.432,Servicio 1,Producto C,Zona Norte,16,2029.51,7610.66,2024,8
Cliente B,2024-08-05 00:38:55.135,Servicio 1,Producto C,Zona Sur,15,8991.02,33716.33,2024,8
Cliente B,2024-08-06 02:57:17.838,Servicio 1,Producto C,Zona Sur,13,8393.0,31473.75,2024,8
Cliente E,2024-08-07 05:15:40.541,Servicio 1,Producto C,Zona Centro,16,3889.24,14584.65,2024,8
Cliente C,2024-08-08 07:34:03.243,Servicio 2,Producto B,Zona Centro,17,9747.73,36553.99,2024,8
Cliente E,2024-08-09 09:52:25.946,Servicio 1,Producto A,Zona Sur,7,12390.98,46466.18,2024,8
Cliente C,2024-08-10 12:10:48.649,Servicio 2,Producto A,Zona Sur,17,1102.89,4135.84,2024,8
Cliente C,2024-08-11 14:29:11.351,Servicio 1,Producto B,Zona Centro,7,7722.88,28960.8,2024,8
Cliente B,2024-08-12 16:47:34.054,Servicio 3,Producto B,Zona Centro,13,10495.0,39356.25,2024,8
Cliente D,2024-08-13 19:05:56.757,Servicio 2,Producto B,Zona Sur,5,4158.52,15594.45,2024,8
Cliente A,2024-08-14 21:24:19.459,Servicio 3,Producto B,Zona Norte,17,4962.68,18610.05,2024,8
Cliente B,2024-08-15 23:42:42.162,Servicio 2,Producto C,Zona Centro,3,9397.75,35241.56,2024,8
Cliente B,2024-08-17 02:01:04.865,Servicio 3,Producto A,Zona Sur,7,13520.06,50700.22,2024,8
Cliente D,2024-08-18 04:19:27.568,Servicio 1,Producto C,Zona Sur,17,12243.9,45914.62,2024,8
Cliente A,2024-08-19 06:37:50.270,Servicio 1,Producto A,Zona Sur,7,8955.39,33582.71,2024,8
Cliente E,2024-08-20 08:56:12.973,Servicio 1,Producto A,Zona Sur,1,11088.21,41580.79,2024,8
Cliente E,2024-08-21 11:14:35.676,Servicio 2,Producto B,Zona Norte,17,5789.93,21712.24,2024,8
Cliente B,2024-08-22 13:32:58.378,Servicio 3,Producto C,Zona Sur,17,9794.0,36727.5,2024,8
Cliente A,2024-08-23 15:51:21.081,Servicio 1,Producto B,Zona Centro,11,7259.63,27223.61,2024,8
Cliente B,2024-08-24 18:09:43.784,Servicio 3,Producto C,Zona Norte,3,3254.07,12202.76,2024,8
Cliente C,2024-08-25 20:28:06.486,Servicio 3,Producto A,Zona Sur,15,10675.2,40032.0,2024,8
Cliente B,2024-08-26 22:46:29.189,Servicio 1,Producto B,Zona Norte,11,8568.74,32132.78,2024,8
Cliente B,2024-08-28 01:04:51.892,Servicio 1,Producto B,Zona Centro,16,5700.01,21375.04,2024,8
Cliente E,2024-08-29 03:23:14.595,Servicio 3,Producto A,Zona Sur,9,13714.42,51429.08,2024,8
Cliente E,2024-08-30 05:41:37.297,Servicio 1,Producto A,Zona Centro,1,803.54,3013.27,2024,8
Cliente E,2024-08-31 08:00:00.000,Servicio 1,Producto A,Zona Sur,16,5078.71,19045.16,2024,8
Cliente C,2024-09-01 10:18:22.703,Servicio 1,Producto B,Zona Sur,9,1324.78,4967.92,2024,9
Cliente E,2024-09-02 12:36:45.405,Servicio 2,Producto C,Zona Sur,19,11614.65,43554.94,2024,9
Cliente A,2024-09-03 14:55:08.108,Servicio 3,Producto B,Zona Sur,12,10680.56,40052.1,2024,9
Cliente D,2024-09-04 17:13:30.811,Servicio 3,Producto C,Zona Sur,19,5304.61,19892.29,2024,9
Cliente A,2024-09-05 19:31:53.514,Servicio 2,Producto B,Zona Norte,9,10297.11,38614.16,2024,9
Cliente A,2024-09-06 21:50:16.216,Servicio 3,Producto B,Zona Sur,7,6241.09,23404.09,2024,9
Cliente E,2024-09-08 00:08:38.919,Servicio 1,Producto A,Zona Sur,14,11465.68,42996.3,2024,9
Cliente D,2024-09-09 02:27:01.622,Servicio 3,Producto C,Zona Norte,19,7085.66,26571.22,2024,9
Cliente D,2024-09-10 04:45:24.324,Servicio 1,Producto B,Zona Norte,19,6478.06,24292.72,2024,9
Cliente D,2024-09-11 07:03:47.027,Servicio 2,Producto B,Zona Norte,2,14053.58,52700.92,2024,9
Cliente C,2024-09-12 09:22:09.730,Servicio 1,Producto A,Zona Norte,9,4137.75,15516.56,2024,9
Cliente E,2024-09-13 11:40:32.432,Servicio 3,Producto A,Zona Norte,13,2246.49,8424.34,2024,9
Cliente D,2024-09-14 13:58:55.135,Servicio 3,Producto C,Zona Norte,15,8975.88,33659.55,2024,9
Cliente C,2024-09-15 16:17:17.838,Servicio 3,Producto B,Zona Sur,3,14555.17,54581.89,2024,9
Cliente B,2024-09-16 18:35:40.541,Servicio 2,Producto C,Zona Sur,11,5978.67,22420.01,2024,9
Cliente B,2024-09-17 20:54:03.243,Servicio 2,Producto B,Zona Centro,14,1399.53,5248.24,2024,9
Cliente C,2024-09-18 23:12:25.946,Servicio 3,Producto C,Zona Sur,8,5419.93,20324.74,2024,9
Cliente C,2024-09-20 01:30:48.649,Servicio 1,Producto A,Zona Sur,18,7836.01,29385.04,2024,9
Cliente E,2024-09-21 03:49:11.351,Servicio 2,Producto B,Zona Norte,19,2847.88,10679.55,2024,9
Cliente E,2024-09-22 06:07:34.054,Servicio 3,Producto C,Zona Norte,16,10042.48,37659.3,2024,9
Cliente B,2024-09-23 08:25:56.757,Servicio 3,Producto A,Zona Sur,2,14967.37,56127.64,2024,9
Cliente D,2024-09-24 10:44:19.459,Servicio 2,Producto A,Zona Centro,8,7050.22,26438.32,2024,9
Cliente B,2024-09-25 13:02:42.162,Servicio 2,Producto C,Zona Norte,6,5643.56,21163.35,2024,9
Cliente D,2024-09-26 15:21:04.865,Servicio 2,Producto B,Zona Sur,12,6310.21,23663.29,2024,9
Cliente D,2024-09-27 17:39:27.568,Servicio 1,Producto B,Zona Sur,15,2169.62,8136.08,2024,9
Cliente E,2024-09-28 19:57:50.270,Servicio 1,Producto A,Zona Centro,8,13307.47,49903.01,2024,9
Cliente A,2024-09-29 22:16:12.973,Servicio 3,Producto B,Zona Centro,4,6514.97,24431.14,2024,9
Cliente A,2024-10-01 00:34:35.676,Servicio 2,Producto B,Zona Norte,15,6115.48,22933.05,2024,10
Cliente C,2024-10-02 02:52:58.378,Servicio 1,Producto B,Zona Centro,17,10065.51,37745.66,2024,10
Cliente E,2024-10-03 05:11:21.081,Servicio 2,Producto A,Zona Sur,13,6909.48,25910.55,2024,10
Cliente D,2024-10-04 07:29:43.784,Servicio 3,Producto C,Zona Sur,18,9899.39,37122.71,2024,10
Cliente A,2024-10-05 09:48:06.486,Servicio 1,Producto B,Zona Centro,2,1390.97,5216.14,2024,10
Cliente D,2024-10-06 12:06:29.189,Servicio 1,Producto A,Zona Centro,13,12298.99,46121.21,2024,10
Cliente A,2024-10-07 14:24:51.892,Servicio 1,Producto A,Zona Centro,13,14137.31,53014.91,2024,10
Cliente A,2024-10-08 16:43:14.595,Servicio 3,Producto C,Zona Centro,15,9907.1,37151.62,2024,10
Cliente A,2024-10-09 19:01:37.297,Servicio 2,Producto B,Zona Norte,10,14341.21,53779.54,2024,10
Cliente E,2024-10-10 21:20:00.000,Servicio 1,Producto B,Zona Centro,3,2695.77,10109.14,2024,10
Cliente B,2024-10-11 23:38:22.703,Servicio 3,Producto C,Zona Norte,19,7422.53,27834.49,2024,10
Cliente D,2024-10-13 01:56:45.405,Servicio 2,Producto C,Zona Sur,3,9226.2,34598.25,2024,10
Cliente E,2024-10-14 04:15:08.108,Servicio 3,Producto A,Zona Centro,14,8935.18,33506.93,2024,10
Cliente E,2024-10-15 06:33:30.811,Servicio 2,Producto A,Zona Norte,8,6321.2,23704.5,2024,10
Cliente E,2024-10-16 08:51:53.514,Servicio 3,Producto C,Zona Centro,4,5402.22,20258.32,2024,10
Cliente E,2024-10-17 11:10:16.216,Servicio 2,Producto B,Zona Sur,11,2338.95,8771.06,2024,10
Cliente E,2024-10-18 13:28:38.919,Servicio 1,Producto A,Zona Sur,11,6180.27,23176.01,2024,10
Cliente C,2024-10-19 15:47:01.622,Servicio 2,Producto A,Zona Sur,11,2858.58,10719.68,2024,10
Cliente D,2024-10-20 18:05:24.324,Servicio 3,Producto B,Zona Centro,2,11148.3,41806.12,2024,10
Cliente E,2024-10-21 20:23:47.027,Servicio 3,Producto A,Zona Centro,17,3528.05,13230.19,2024,10
Cliente D,2024-10-22 22:42:09.730,Servicio 2,Producto B,Zona Norte,9,1349.2,5059.5,2024,10
Cliente C,2024-10-24 01:00:32.432,Servicio 1,Producto B,Zona Sur,2,8509.31,31909.91,2024,10
Cliente C,2024-10-25 03:18:55.135,Servicio 1,Producto B,Zona Centro,15,9130.83,34240.61,2024,10
Cliente D,2024-10-26 05:37:17.838,Servicio 2,Producto C,Zona Sur,16,13142.74,49285.28,2024,10
Cliente A,2024-10-27 07:55:40.541,Servicio 2,Producto C,Zona Sur,4,8866.23,33248.36,2024,10
Cliente B,2024-10-28 10:14:03.243,Servicio 3,Producto C,Zona Norte,8,5509.47,20660.51,2024,10
Cliente A,2024-10-29 12:32:25.946,Servicio 1,Producto B,Zona Norte,9,12143.67,45538.76,2024,10
Cliente A,2024-10-30 14:50:48.649,Servicio 2,Producto B,Zona Norte,5,8334.04,31252.65,2024,10
Cliente A,2024-10-31 17:09:11.351,Servicio 1,Producto C,Zona Norte,16,1649.56,6185.85,2024,10
Cliente E,2024-11-01 19:27:34.054,Servicio 2,Producto A,Zona Sur,13,8704.83,32643.11,2024,11
Cliente C,2024-11-02 21:45:56.757,Servicio 2,Producto B,Zona Norte,7,13666.27,51248.51,2024,11
Cliente A,2024-11-04 00:04:19.459,Servicio 1,Producto A,Zona Norte,17,6246.53,23424.49,2024,11
Cliente C,2024-11-05 02:22:42.162,Servicio 2,Producto A,Zona Norte,3,4796.72,17987.7,2024,11
Cliente D,2024-11-06 04:41:04.865,Servicio 2,Producto B,Zona Norte,5,2580.31,9676.16,2024,11
Cliente B,2024-11-07 06:59:27.568,Servicio 3,Producto B,Zona Sur,19,2695.96,10109.85,2024,11
Cliente D,2024-11-08 09:17:50.270,Servicio 2,Producto A,Zona Norte,12,6775.19,25406.96,2024,11
Cliente D,2024-11-09 11:36:12.973,Servicio 2,Producto A,Zona Sur,7,9137.36,34265.1,2024,11
Cliente E,2024-11-10 13:54:35.676,Servicio 2,Producto C,Zona Centro,9,1668.92,6258.45,2024,11
Cliente B,2024-11-11 16:12:58.378,Servicio 3,Producto C,Zona Sur,6,14123.74,52964.02,2024,11
Cliente D,2024-11-12 18:31:21.081,Servicio 1,Producto B,Zona Sur,17,11449.44,42935.4,2024,11
Cliente D,2024-11-13 20:49:43.784,Servicio 3,Producto C,Zona Norte,16,9006.05,33772.69,2024,11
Cliente B,2024-11-14 23:08:06.486,Servicio 3,Producto C,Zona Centro,3,12512.36,46921.35,2024,11
Cliente B,2024-11-16 01:26:29.189,Servicio 1,Producto C,Zona Centro,4,1662.71,6235.16,2024,11
Cliente D,2024-11-17 03:44:51.892,Servicio 3,Producto C,Zona Centro,10,7414.16,27803.1,2024,11
Cliente B,2024-11-18 06:03:14.595,Servicio 1,Producto A,Zona Centro,5,9636.35,36136.31,2024,11
Cliente D,2024-11-19 08:21:37.297,Servicio 3,Producto B,Zona Sur,10,12515.47,46933.01,2024,11
Cliente D,2024-11-20 10:40:00.000,Servicio 1,Producto C,Zona Centro,12,11860.31,44476.16,2024,11
Cliente E,2024-11-21 12:58:22.703,Servicio 2,Producto A,Zona Sur,10,4517.5,16940.62,2024,11
Cliente A,2024-11-22 15:16:45.405,Servicio 3,Producto A,Zona Sur,13,14142.76,53035.35,2024,11
Cliente D,2024-11-23 17:35:08.108,Servicio 3,Producto A,Zona Sur,11,2303.01,8636.29,2024,11
Cliente C,2024-11-24 19:53:30.811,Servicio 3,Producto C,Zona Centro,16,13189.44,49460.4,2024,11
Cliente A,2024-11-25 22:11:53.514,Servicio 3,Producto C,Zona Norte,8,14578.63,54669.86,2024,11
Cliente A,2024-11-27 00:30:16.216,Servicio 2,Producto B,Zona Norte,8,3068.73,11507.74,2024,11
Cliente A,2024-11-28 02:48:38.919,Servicio 3,Producto C,Zona Centro,8,10969.96,41137.35,2024,11
Cliente E,2024-11-29 05:07:01.622,Servicio 2,Producto C,Zona Norte,13,1084.14,4065.53,2024,11
Cliente D,2024-11-30 07:25:24.324,Servicio 2,Producto A,Zona Norte,2,6378.63,23919.86,2024,11
Cliente E,2024-12-01 09:43:47.027,Servicio 2,Producto B,Zona Sur,12,7986.11,29947.91,2024,12
Cliente D,2024-12-02 12:02:09.730,Servicio 2,Producto C,Zona Sur,10,8919.36,33447.6,2024,12
Cliente E,2024-12-03 14:20:32.432,Servicio 1,Producto C,Zona Centro,12,14071.09,52766.59,2024,12
Cliente E,2024-12-04 16:38:55.135,Servicio 1,Producto A,Zona Centro,11,10247.63,38428.61,2024,12
Cliente C,2024-12-05 18:57:17.838,Servicio 3,Producto A,Zona Norte,15,7478.53,28044.49,2024,12
Cliente E,2024-12-06 21:15:40.541,Servicio 1,Producto C,Zona Sur,16,12240.29,45901.09,2024,12
Cliente B,2024-12-07 23:34:03.243,Servicio 1,Producto B,Zona Centro,17,14282.73,53560.24,2024,12
Cliente C,2024-12-09 01:52:25.946,Servicio 3,Producto B,Zona Centro,2,819.96,3074.85,2024,12
Cliente E,2024-12-10 04:10:48.649,Servicio 3,Producto A,Zona Centro,18,14746.56,55299.6,2024,12
Cliente A,2024-12-11 06:29:11.351,Servicio 3,Producto A,Zona Centro,12,1748.92,6558.45,2024,12
Cliente B,2024-12-12 08:47:34.054,Servicio 1,Producto C,Zona Centro,19,12308.61,46157.29,2024,12
Cliente B,2024-12-13 11:05:56.757,Servicio 1,Producto A,Zona Centro,18,4564.85,17118.19,2024,12
Cliente B,2024-12-14 13:24:19.459,Servicio 3,Producto C,Zona Norte,17,2416.61,9062.29,2024,12
Cliente C,2024-12-15 15:42:42.162,Servicio 2,Producto B,Zona Sur,6,6877.91,25792.16,2024,12
Cliente E,2024-12-16 18:01:04.865,Servicio 3,Producto B,Zona Sur,15,9837.37,36890.14,2024,12
Cliente E,2024-12-17 20:19:27.568,Servicio 2,Producto C,Zona Centro,3,6023.8,22589.25,2024,12
Cliente A,2024-12-18 22:37:50.270,Servicio 2,Producto A,Zona Sur,6,1291.2,4842.0,2024,12
Cliente A,2024-12-20 00:56:12.973,Servicio 3,Producto B,Zona Sur,3,9192.19,34470.71,2024,12
Cliente B,2024-12-21 03:14:35.676,Servicio 3,Producto A,Zona Sur,1,13584.85,50943.19,2024,12
Cliente A,2024-12-22 05:32:58.378,Servicio 3,Producto B,Zona Centro,13,6056.62,22712.32,2024,12
Cliente C,2024-12-23 07:51:21.081,Servicio 1,Producto C,Zona Centro,14,3636.83,13638.11,2024,12
Cliente E,2024-12-24 10:09:43.784,Servicio 2,Producto C,Zona Sur,13,6917.37,25940.14,2024,12
Cliente B,2024-12-25 12:28:06.486,Servicio 1,Producto C,Zona Sur,4,1201.26,4504.73,2024,12
Cliente A,2024-12-26 14:46:29.189,Servicio 1,Producto B,Zona Centro,7,12397.07,46489.01,2024,12
Cliente C,2024-12-27 17:04:51.892,Servicio 3,Producto A,Zona Norte,10,12481.94,46807.28,2024,12
Cliente C,2024-12-28 19:23:14.595,Servicio 1,Producto A,Zona Sur,7,9026.01,33847.54,2024,12
Cliente A,2024-12-29 21:41:37.297,Servicio 3,Producto A,Zona Norte,15,5619.99,21074.96,2024,12
Cliente E,2024-12-31 00:00:00.000,Servicio 2,Producto B,Zona Sur,15,12096.86,45363.23,2024,12
Cliente A,2025-01-01 02:18:22.703,Servicio 3,Producto B,Zona Norte,4,8542.96,32036.1,2025,1
Cliente B,2025-01-02 04:36:45.405,Servicio 1,Producto B,Zona Norte,6,12476.02,46785.08,2025,1
Cliente A,2025-01-03 06:55:08.108,Servicio 1,Producto B,Zona Norte,5,9656.15,36210.56,2025,1
Cliente C,2025-01-04 09:13:30.811,Servicio 3,Producto B,Zona Centro,12,11873.88,44527.05,2025,1
Cliente A,2025-01-05 11:31:53.514,Servicio 3,Producto A,Zona Norte,1,9179.16,34421.85,2025,1
Cliente E,2025-01-06 13:50:16.216,Servicio 1,Producto B,Zona Norte,8,6505.05,24393.94,2025,1
Cliente D,2025-01-07 16:08:38.919,Servicio 2,Producto B,Zona Norte,1,14390.21,53963.29,2025,1
Cliente A,2025-01-08 18:27:01.622,Servicio 2,Producto A,Zona Sur,5,8346.15,31298.06,2025,1
Cliente E,2025-01-09 20:45:24.324,Servicio 3,Producto B,Zona Norte,6,9273.8,34776.75,2025,1
Cliente E,2025-01-10 23:03:47.027,Servicio 2,Producto A,Zona Sur,3,3697.07,13864.01,2025,1
Cliente C,2025-01-12 01:22:09.730,Servicio 1,Producto A,Zona Norte,15,9571.94,35894.78,2025,1
Cliente E,2025-01-13 03:40:32.432,Servicio 3,Producto C,Zona Norte,5,8788.31,32956.16,2025,1
Cliente E,2025-01-14 05:58:55.135,Servicio 1,Producto C,Zona Centro,14,3180.16,11925.6,2025,1
Cliente E,2025-01-15 08:17:17.838,Servicio 1,Producto C,Zona Sur,18,1364.01,5115.04,2025,1
Cliente E,2025-01-16 10:35:40.541,Servicio 2,Producto C,Zona Norte,16,9263.21,34737.04,2025,1
Cliente B,2025-01-17 12:54:03.243,Servicio 3,Producto B,Zona Sur,6,11573.54,43400.78,2025,1
Cliente B,2025-01-18 15:12:25.946,Servicio 3,Producto C,Zona Sur,14,8089.32,30334.95,2025,1
Cliente C,2025-01-19 17:30:48.649,Servicio 2,Producto A,Zona Centro,8,3788.2,14205.75,2025,1
Cliente A,2025-01-20 19:49:11.351,Servicio 1,Producto B,Zona Centro,7,10164.57,38117.14,2025,1
Cliente E,2025-01-21 22:07:34.054,Servicio 1,Producto C,Zona Centro,8,1661.53,6230.74,2025,1
Cliente A,2025-01-23 00:25:56.757,Servicio 1,Producto A,Zona Centro,13,6906.59,25899.71,2025,1
Cliente A,2025-01-24 02:44:19.459,Servicio 1,Producto B,Zona Centro,6,2868.82,10758.08,2025,1
Cliente C,2025-01-25 05:02:42.162,Servicio 3,Producto B,Zona Centro,18,3174.66,11904.97,2025,1
Cliente E,2025-01-26 07:21:04.865,Servicio 3,Producto C,Zona Centro,2,3433.26,12874.72,2025,1
Cliente E,2025-01-27 09:39:27.568,Servicio 2,Producto B,Zona Centro,8,6107.25,22902.19,2025,1
Cliente D,2025-01-28 11:57:50.270,Servicio 2,Producto A,Zona Norte,11,1241.68,4656.3,2025,1
Cliente A,2025-01-29 14:16:12.973,Servicio 3,Producto B,Zona Sur,1,6268.0,23505.0,2025,1
Cliente A,2025-01-30 16:34:35.676,Servicio 3,Producto A,Zona Centro,6,7919.76,29699.1,2025,1
Cliente B,2025-01-31 18:52:58.378,Servicio 1,Producto B,Zona Centro,16,7507.77,28154.14,2025,1
Cliente D,2025-02-01 21:11:21.081,Servicio 1,Producto C,Zona Sur,12,6050.37,22688.89,2025,2
Cliente B,2025-02-02 23:29:43.784,Servicio 2,Producto A,Zona Norte,11,12667.63,47503.61,2025,2
Cliente B,2025-02-04 01:48:06.486,Servicio 3,Producto B,Zona Sur,10,2607.24,9777.15,2025,2
Cliente B,2025-02-05 04:06:29.189,Servicio 2,Producto B,Zona Sur,3,7832.6,29372.25,2025,2
Cliente C,2025-02-06 06:24:51.892,Servicio 3,Producto B,Zona Centro,13,1399.6,5248.5,2025,2
Cliente C,2025-02-07 08:43:14.595,Servicio 1,Producto A,Zona Sur,3,1531.76,5744.1,2025,2
Cliente B,2025-02-08 11:01:37.297,Servicio 2,Producto A,Zona Sur,15,8821.05,33078.94,2025,2
Cliente D,2025-02-09 13:20:00.000,Servicio 2,Producto A,Zona Centro,16,8707.27,32652.26,2025,2
Cliente A,2025-02-10 15:38:22.703,Servicio 3,Producto C,Zona Centro,13,13231.49,49618.09,2025,2
Cliente D,2025-02-11 17:56:45.405,Servicio 1,Producto C,Zona Centro,17,8589.17,32209.39,2025,2
Cliente E,2025-02-12 20:15:08.108,Servicio 2,Producto A,Zona Centro,3,14416.97,54063.64,2025,2
Cliente C,2025-02-13 22:33:30.811,Servicio 1,Producto B,Zona Sur,11,1206.08,4522.8,2025,2
Cliente A,2025-02-15 00:51:53.514,Servicio 2,Producto C,Zona Sur,19,1921.11,7204.16,2025,2
Cliente A,2025-02-16 03:10:16.216,Servicio 1,Producto A,Zona Norte,11,1138.95,4271.06,2025,2
Cliente E,2025-02-17 05:28:38.919,Servicio 3,Producto B,Zona Norte,16,3186.51,11949.41,2025,2
Cliente E,2025-02-18 07:47:01.622,Servicio 2,Producto C,Zona Sur,3,8348.42,31306.58,2025,2
Cliente B,2025-02-19 10:05:24.324,Servicio 2,Producto B,Zona Norte,6,9860.8,36978.0,2025,2
Cliente C,2025-02-20 12:23:47.027,Servicio 1,Producto B,Zona Sur,14,1160.98,4353.68,2025,2
Cliente C,2025-02-21 14:42:09.730,Servicio 1,Producto B,Zona Norte,18,14216.58,53312.18,2025,2
Cliente D,2025-02-22 17:00:32.432,Servicio 2,Producto B,Zona Centro,17,12711.4,47667.75,2025,2
Cliente B,2025-02-23 19:18:55.135,Servicio 3,Producto C,Zona Norte,4,4800.88,18003.3,2025,2
Cliente B,2025-02-24 21:37:17.838,Servicio 1,Producto C,Zona Centro,15,1619.22,6072.08,2025,2
Cliente B,2025-02-25 23:55:40.541,Servicio 1,Producto C,Zona Centro,11,2963.36,11112.6,2025,2
Cliente B,2025-02-27 02:14:03.243,Servicio 1,Producto A,Zona Centro,3,2340.69,8777.59,2025,2
Cliente C,2025-02-28 04:32:25.946,Servicio 2,Producto C,Zona Centro,3,2287.61,8578.54,2025,2
Cliente C,2025-03-01 06:50:48.649,Servicio 2,Producto B,Zona Norte,16,8019.14,30071.78,2025,3
Cliente B,2025-03-02 09:09:11.351,Servicio 2,Producto C,Zona Sur,5,4064.79,15242.96,2025,3
Cliente D,2025-03-03 11:27:34.054,Servicio 2,Producto B,Zona Centro,10,5693.03,21348.86,2025,3
Cliente A,2025-03-04 13:45:56.757,Servicio 3,Producto A,Zona Norte,19,14847.83,55679.36,2025,3
Cliente A,2025-03-05 16:04:19.459,Servicio 3,Producto B,Zona Centro,4,10422.56,39084.6,2025,3
Cliente D,2025-03-06 18:22:42.162,Servicio 2,Producto B,Zona Norte,19,14260.22,53475.82,2025,3
Cliente B,2025-03-07 20:41:04.865,Servicio 3,Producto B,Zona Norte,11,2567.07,9626.51,2025,3
Cliente C,2025-03-08 22:59:27.568,Servicio 1,Producto A,Zona Norte,2,6041.02,22653.82,2025,3
Cliente A,2025-03-10 01:17:50.270,Servicio 1,Producto C,Zona Sur,10,8543.61,32038.54,2025,3
Cliente E,2025-03-11 03:36:12.973,Servicio 1,Producto C,Zona Norte,11,1612.99,6048.71,2025,3
Cliente E,2025-03-12 05:54:35.676,Servicio 2,Producto A,Zona Norte,16,560.72,2102.7,2025,3
Cliente D,2025-03-13 08:12:58.378,Servicio 1,Producto B,Zona Sur,19,10221.3,38329.88,2025,3
